Student_ID,Name,Gender,Age,Education_Level,Employment_Status,Device_Type,Internet_Connection_Quality,Enrollment_Date,Payment_Mode,ZAge Group
"STU144795","Aarav Verma","Male",17,"Master","Employed","Mobile","High",2024-12-16 00:00:00.000,"UPI","19 and below"
"STU146421","Aarav Mehta","Male",17,"Master","Employed","Mobile","High",2023-11-12 00:00:00.000,"UPI","19 and below"
"STU147065","Aditya Nair","Male",17,"Master","Employed","Mobile","High",2025-07-24 00:00:00.000,"UPI","19 and below"
"STU147734","Meera Iyer","Male",17,"Master","Employed","Mobile","High",2025-02-23 00:00:00.000,"Free","19 and below"
"STU148956","Ritika Verma","Male",17,"Master","Employed","Mobile","High",2024-10-22 00:00:00.000,"Credit Card","19 and below"
"STU149714","Ritika Bhardwaj","Male",17,"Master","Employed","Mobile","High",2023-12-02 00:00:00.000,"Free","19 and below"
"STU150682","Aditya Bhardwaj","Male",17,"Master","Employed","Mobile","High",2024-01-25 00:00:00.000,"UPI","19 and below"
"STU151466","Arjun Kumar","Male",17,"Master","Employed","Mobile","High",2024-12-11 00:00:00.000,"Free","19 and below"
"STU151875","Ritika Joshi","Male",17,"Master","Employed","Mobile","High",2025-08-31 00:00:00.000,"Free","19 and below"
"STU154297","Ritika Bose","Male",17,"Master","Employed","Mobile","High",2024-12-09 00:00:00.000,"Scholarship","19 and below"
"STU154789","Pooja Joshi","Male",17,"Master","Employed","Mobile","High",2024-07-14 00:00:00.000,"Free","19 and below"
"STU154946","Sakshi Nair","Male",17,"Master","Employed","Mobile","High",2024-06-11 00:00:00.000,"Debit Card","19 and below"
"STU154985","Neha Mehta","Male",17,"Master","Employed","Mobile","High",2025-07-31 00:00:00.000,"NetBanking","19 and below"
"STU155218","Isha Sharma","Male",17,"Master","Employed","Mobile","High",2024-02-15 00:00:00.000,"Debit Card","19 and below"
"STU155690","Neha Singh","Male",17,"Master","Employed","Mobile","High",2025-10-04 00:00:00.000,"Debit Card","19 and below"
"STU156723","Vihaan Shah","Male",17,"Master","Employed","Mobile","High",2024-04-24 00:00:00.000,"Debit Card","19 and below"
"STU161677","Pooja Sharma","Male",17,"Master","Employed","Mobile","High",2024-08-23 00:00:00.000,"Credit Card","19 and below"
"STU163261","Vivaan Nair","Male",17,"Master","Employed","Mobile","High",2025-10-06 00:00:00.000,"Debit Card","19 and below"
"STU163986","Sai Nair","Male",17,"Master","Employed","Mobile","High",2024-02-03 00:00:00.000,"Free","19 and below"
"STU164366","Sai Desai","Male",17,"Master","Employed","Mobile","High",2024-07-13 00:00:00.000,"Scholarship","19 and below"
"STU164635","Ritika Bhardwaj","Male",17,"Master","Employed","Mobile","High",2024-01-06 00:00:00.000,"Debit Card","19 and below"
"STU165093","Meera Desai","Male",17,"Master","Employed","Mobile","High",2024-07-04 00:00:00.000,"Debit Card","19 and below"
"STU165570","Kavya Desai","Male",17,"Master","Employed","Mobile","High",2024-02-24 00:00:00.000,"NetBanking","19 and below"
"STU167716","Krishna Patel","Male",17,"Master","Employed","Mobile","High",2025-02-20 00:00:00.000,"Free","19 and below"
"STU169856","Kavya Nair","Male",17,"Master","Employed","Mobile","High",2024-09-26 00:00:00.000,"UPI","19 and below"
"STU171049","Aarav Bose","Male",17,"Master","Employed","Mobile","High",2023-11-06 00:00:00.000,"Debit Card","19 and below"
"STU171363","Aarav Kumar","Male",17,"Master","Employed","Mobile","High",2025-05-05 00:00:00.000,"UPI","19 and below"
"STU174042","Vivaan Shah","Male",17,"Master","Employed","Mobile","High",2024-05-01 00:00:00.000,"UPI","19 and below"
"STU174158","Kavya Bose","Male",17,"Master","Employed","Mobile","High",2025-05-01 00:00:00.000,"Credit Card","19 and below"
"STU174161","Meera Bhardwaj","Male",17,"Master","Employed","Mobile","High",2025-08-25 00:00:00.000,"UPI","19 and below"
"STU175140","Priya Joshi","Male",17,"Master","Employed","Mobile","High",2024-08-23 00:00:00.000,"NetBanking","19 and below"
"STU176648","Sakshi Verma","Male",17,"Master","Employed","Mobile","High",2024-10-12 00:00:00.000,"Debit Card","19 and below"
"STU179328","Aarav Reddy","Male",17,"Master","Employed","Mobile","High",2025-07-10 00:00:00.000,"Scholarship","19 and below"
"STU179556","Neha Iyer","Male",17,"Master","Employed","Mobile","High",2024-02-06 00:00:00.000,"Free","19 and below"
"STU181763","Aarav Bhardwaj","Male",17,"Master","Employed","Mobile","High",2024-10-12 00:00:00.000,"Credit Card","19 and below"
"STU182008","Neha Singh","Male",17,"Master","Employed","Mobile","High",2024-02-20 00:00:00.000,"Free","19 and below"
"STU182878","Rahul Shah","Male",17,"Master","Employed","Mobile","High",2025-03-20 00:00:00.000,"Debit Card","19 and below"
"STU185028","Priya Singh","Male",17,"Master","Employed","Mobile","High",2024-04-06 00:00:00.000,"UPI","19 and below"
"STU185226","Priya Nair","Male",17,"Master","Employed","Mobile","High",2024-12-17 00:00:00.000,"Free","19 and below"
"STU186563","Pooja Singh","Male",17,"Master","Employed","Mobile","High",2024-01-16 00:00:00.000,"Credit Card","19 and below"
"STU191561","Krishna Reddy","Male",17,"Master","Employed","Mobile","High",2024-01-24 00:00:00.000,"Free","19 and below"
"STU193566","Pooja Sharma","Male",17,"Master","Employed","Mobile","High",2025-03-01 00:00:00.000,"Credit Card","19 and below"
"STU194319","Rohan Singh","Male",17,"Master","Employed","Mobile","High",2024-01-09 00:00:00.000,"Free","19 and below"
"STU194454","Arjun Patel","Male",17,"Master","Employed","Mobile","High",2025-03-10 00:00:00.000,"Credit Card","19 and below"
"STU195080","Rahul Desai","Male",17,"Master","Employed","Mobile","High",2024-04-10 00:00:00.000,"NetBanking","19 and below"
"STU197197","Kavya Nair","Male",17,"Master","Employed","Mobile","High",2023-10-27 00:00:00.000,"Credit Card","19 and below"
"STU199266","Kavya Singh","Male",17,"Master","Employed","Mobile","High",2025-05-10 00:00:00.000,"Free","19 and below"
"STU103622","Kavya Iyer","Male",17,"Master","Student","Mobile","High",2025-06-16 00:00:00.000,"UPI","19 and below"
"STU104271","Rohan Bose","Male",17,"Master","Student","Mobile","High",2024-03-15 00:00:00.000,"UPI","19 and below"
"STU105034","Vivaan Gupta","Male",17,"Master","Student","Mobile","High",2025-08-13 00:00:00.000,"Debit Card","19 and below"
"STU105676","Sakshi Mehta","Male",17,"Master","Student","Mobile","High",2024-06-07 00:00:00.000,"Debit Card","19 and below"
"STU105806","Sakshi Mehta","Male",17,"Master","Student","Mobile","High",2024-11-09 00:00:00.000,"NetBanking","19 and below"
"STU105968","Rohan Shah","Male",17,"Master","Student","Mobile","High",2024-04-25 00:00:00.000,"UPI","19 and below"
"STU107904","Aarav Nair","Male",17,"Master","Student","Mobile","High",2025-09-17 00:00:00.000,"Free","19 and below"
"STU108352","Krishna Desai","Male",17,"Master","Student","Mobile","High",2023-11-17 00:00:00.000,"Free","19 and below"
"STU108483","Vihaan Joshi","Male",17,"Master","Student","Mobile","High",2025-03-11 00:00:00.000,"Debit Card","19 and below"
"STU109620","Rohan Reddy","Male",17,"Master","Student","Mobile","High",2025-06-12 00:00:00.000,"NetBanking","19 and below"
"STU111302","Pooja Desai","Male",17,"Master","Student","Mobile","High",2023-12-01 00:00:00.000,"UPI","19 and below"
"STU112631","Pooja Desai","Male",17,"Master","Student","Mobile","High",2024-04-14 00:00:00.000,"Credit Card","19 and below"
"STU112756","Meera Gupta","Male",17,"Master","Student","Mobile","High",2024-08-28 00:00:00.000,"Free","19 and below"
"STU114089","Arjun Verma","Male",17,"Master","Student","Mobile","High",2023-12-31 00:00:00.000,"Scholarship","19 and below"
"STU114950","Vihaan Bose","Male",17,"Master","Student","Mobile","High",2024-05-31 00:00:00.000,"Debit Card","19 and below"
"STU115298","Ananya Nair","Male",17,"Master","Student","Mobile","High",2024-06-09 00:00:00.000,"Free","19 and below"
"STU115639","Aarav Bose","Male",17,"Master","Student","Mobile","High",2024-03-29 00:00:00.000,"UPI","19 and below"
"STU116697","Rohan Desai","Male",17,"Master","Student","Mobile","High",2024-04-29 00:00:00.000,"Debit Card","19 and below"
"STU118863","Aditya Sharma","Male",17,"Master","Student","Mobile","High",2024-08-15 00:00:00.000,"UPI","19 and below"
"STU119776","Nikhil Gupta","Male",17,"Master","Student","Mobile","High",2024-07-19 00:00:00.000,"Credit Card","19 and below"
"STU121264","Krishna Mehta","Male",17,"Master","Student","Mobile","High",2024-12-30 00:00:00.000,"Free","19 and below"
"STU121875","Rahul Sharma","Male",17,"Master","Student","Mobile","High",2023-10-17 00:00:00.000,"Debit Card","19 and below"
"STU123013","Aditya Iyer","Male",17,"Master","Student","Mobile","High",2024-07-16 00:00:00.000,"UPI","19 and below"
"STU123688","Vivaan Sharma","Male",17,"Master","Student","Mobile","High",2023-11-19 00:00:00.000,"Debit Card","19 and below"
"STU128717","Sai Kumar","Male",17,"Master","Student","Mobile","High",2025-09-28 00:00:00.000,"UPI","19 and below"
"STU129917","Ananya Verma","Male",17,"Master","Student","Mobile","High",2024-03-18 00:00:00.000,"Free","19 and below"
"STU130678","Meera Singh","Male",17,"Master","Student","Mobile","High",2023-11-14 00:00:00.000,"Debit Card","19 and below"
"STU131042","Vihaan Bhardwaj","Male",17,"Master","Student","Mobile","High",2024-10-19 00:00:00.000,"Free","19 and below"
"STU131252","Isha Singh","Male",17,"Master","Student","Mobile","High",2024-01-08 00:00:00.000,"Free","19 and below"
"STU131785","Vihaan Reddy","Male",17,"Master","Student","Mobile","High",2023-10-28 00:00:00.000,"Scholarship","19 and below"
"STU131853","Aarav Reddy","Male",17,"Master","Student","Mobile","High",2024-02-16 00:00:00.000,"Debit Card","19 and below"
"STU132373","Ritika Bose","Male",17,"Master","Student","Mobile","High",2024-09-20 00:00:00.000,"Credit Card","19 and below"
"STU132546","Ananya Singh","Male",17,"Master","Student","Mobile","High",2025-09-03 00:00:00.000,"UPI","19 and below"
"STU132549","Arjun Reddy","Male",17,"Master","Student","Mobile","High",2025-08-09 00:00:00.000,"UPI","19 and below"
"STU134097","Rohan Singh","Male",17,"Master","Student","Mobile","High",2024-05-02 00:00:00.000,"Scholarship","19 and below"
"STU135860","Sneha Desai","Male",17,"Master","Student","Mobile","High",2024-12-11 00:00:00.000,"Free","19 and below"
"STU137187","Sai Iyer","Male",17,"Master","Student","Mobile","High",2025-03-11 00:00:00.000,"Credit Card","19 and below"
"STU137723","Pooja Reddy","Male",17,"Master","Student","Mobile","High",2025-08-27 00:00:00.000,"Free","19 and below"
"STU138749","Priya Patel","Male",17,"Master","Student","Mobile","High",2024-12-10 00:00:00.000,"NetBanking","19 and below"
"STU141735","Nikhil Bose","Male",17,"Master","Student","Mobile","High",2024-02-02 00:00:00.000,"Credit Card","19 and below"
"STU142444","Ananya Joshi","Male",17,"Master","Student","Mobile","High",2024-12-22 00:00:00.000,"Credit Card","19 and below"
"STU143674","Sakshi Singh","Male",17,"Master","Student","Mobile","High",2025-08-23 00:00:00.000,"UPI","19 and below"
"STU144516","Rahul Patel","Male",17,"Master","Student","Mobile","High",2024-05-30 00:00:00.000,"Free","19 and below"
"STU145236","Rahul Shah","Male",17,"Master","Student","Mobile","High",2024-04-30 00:00:00.000,"Free","19 and below"
"STU145693","Ritika Iyer","Male",17,"Master","Student","Mobile","High",2024-03-17 00:00:00.000,"UPI","19 and below"
"STU146000","Isha Kumar","Male",17,"Master","Student","Mobile","High",2025-05-11 00:00:00.000,"UPI","19 and below"
"STU146452","Vivaan Reddy","Male",17,"Master","Student","Mobile","High",2025-07-23 00:00:00.000,"Debit Card","19 and below"
"STU146463","Kavya Kumar","Male",17,"Master","Student","Mobile","High",2023-11-20 00:00:00.000,"UPI","19 and below"
"STU148619","Vihaan Verma","Male",17,"Master","Student","Mobile","High",2024-09-12 00:00:00.000,"Scholarship","19 and below"
"STU153262","Vivaan Mehta","Male",17,"Master","Student","Mobile","High",2024-02-25 00:00:00.000,"Free","19 and below"
"STU153878","Vivaan Patel","Male",17,"Master","Student","Mobile","High",2023-10-18 00:00:00.000,"Credit Card","19 and below"
"STU154370","Isha Sharma","Male",17,"Master","Student","Mobile","High",2024-10-28 00:00:00.000,"Free","19 and below"
"STU155937","Pooja Mehta","Male",17,"Master","Student","Mobile","High",2024-12-02 00:00:00.000,"UPI","19 and below"
"STU158650","Sakshi Kumar","Male",17,"Master","Student","Mobile","High",2024-06-15 00:00:00.000,"NetBanking","19 and below"
"STU159364","Nikhil Kumar","Male",17,"Master","Student","Mobile","High",2025-02-14 00:00:00.000,"UPI","19 and below"
"STU160556","Kavya Mehta","Male",17,"Master","Student","Mobile","High",2025-02-03 00:00:00.000,"Free","19 and below"
"STU161103","Isha Bhardwaj","Male",17,"Master","Student","Mobile","High",2025-03-02 00:00:00.000,"UPI","19 and below"
"STU161621","Vivaan Patel","Male",17,"Master","Student","Mobile","High",2025-08-21 00:00:00.000,"Debit Card","19 and below"
"STU162583","Krishna Bose","Male",17,"Master","Student","Mobile","High",2024-04-18 00:00:00.000,"Free","19 and below"
"STU162799","Sai Verma","Male",17,"Master","Student","Mobile","High",2024-08-31 00:00:00.000,"NetBanking","19 and below"
"STU162916","Rohan Singh","Male",17,"Master","Student","Mobile","High",2025-05-19 00:00:00.000,"UPI","19 and below"
"STU163283","Sneha Sharma","Male",17,"Master","Student","Mobile","High",2023-10-31 00:00:00.000,"NetBanking","19 and below"
"STU163714","Kavya Patel","Male",17,"Master","Student","Mobile","High",2024-11-04 00:00:00.000,"Debit Card","19 and below"
"STU164573","Nikhil Sharma","Male",17,"Master","Student","Mobile","High",2024-07-26 00:00:00.000,"Free","19 and below"
"STU165023","Ananya Verma","Male",17,"Master","Student","Mobile","High",2024-07-01 00:00:00.000,"UPI","19 and below"
"STU165805","Vihaan Nair","Male",17,"Master","Student","Mobile","High",2024-05-06 00:00:00.000,"UPI","19 and below"
"STU166728","Vihaan Iyer","Male",17,"Master","Student","Mobile","High",2024-03-11 00:00:00.000,"Credit Card","19 and below"
"STU166818","Vihaan Bose","Male",17,"Master","Student","Mobile","High",2025-05-03 00:00:00.000,"UPI","19 and below"
"STU166926","Isha Nair","Male",17,"Master","Student","Mobile","High",2025-02-23 00:00:00.000,"Scholarship","19 and below"
"STU168972","Aditya Reddy","Male",17,"Master","Student","Mobile","High",2024-06-04 00:00:00.000,"NetBanking","19 and below"
"STU169398","Priya Shah","Male",17,"Master","Student","Mobile","High",2025-08-19 00:00:00.000,"UPI","19 and below"
"STU169710","Isha Sharma","Male",17,"Master","Student","Mobile","High",2024-04-20 00:00:00.000,"UPI","19 and below"
"STU170020","Krishna Reddy","Male",17,"Master","Student","Mobile","High",2024-05-05 00:00:00.000,"Free","19 and below"
"STU172816","Sneha Patel","Male",17,"Master","Student","Mobile","High",2024-10-12 00:00:00.000,"Free","19 and below"
"STU173077","Aarav Reddy","Male",17,"Master","Student","Mobile","High",2023-11-27 00:00:00.000,"Debit Card","19 and below"
"STU173932","Sakshi Bose","Male",17,"Master","Student","Mobile","High",2024-10-12 00:00:00.000,"UPI","19 and below"
"STU174201","Kavya Desai","Male",17,"Master","Student","Mobile","High",2025-07-22 00:00:00.000,"NetBanking","19 and below"
"STU175513","Rohan Shah","Male",17,"Master","Student","Mobile","High",2024-01-03 00:00:00.000,"Free","19 and below"
"STU175580","Rohan Iyer","Male",17,"Master","Student","Mobile","High",2025-09-30 00:00:00.000,"NetBanking","19 and below"
"STU176992","Sneha Iyer","Male",17,"Master","Student","Mobile","High",2025-08-22 00:00:00.000,"Credit Card","19 and below"
"STU178997","Nikhil Verma","Male",17,"Master","Student","Mobile","High",2024-04-09 00:00:00.000,"Scholarship","19 and below"
"STU181071","Krishna Singh","Male",17,"Master","Student","Mobile","High",2024-06-11 00:00:00.000,"UPI","19 and below"
"STU183445","Aarav Joshi","Male",17,"Master","Student","Mobile","High",2025-02-06 00:00:00.000,"UPI","19 and below"
"STU184341","Priya Nair","Male",17,"Master","Student","Mobile","High",2025-02-10 00:00:00.000,"Scholarship","19 and below"
"STU184517","Pooja Bhardwaj","Male",17,"Master","Student","Mobile","High",2025-02-24 00:00:00.000,"Credit Card","19 and below"
"STU185291","Pooja Mehta","Male",17,"Master","Student","Mobile","High",2025-06-24 00:00:00.000,"UPI","19 and below"
"STU185651","Nikhil Gupta","Male",17,"Master","Student","Mobile","High",2025-04-17 00:00:00.000,"Debit Card","19 and below"
"STU186072","Sneha Patel","Male",17,"Master","Student","Mobile","High",2024-02-17 00:00:00.000,"Scholarship","19 and below"
"STU188309","Priya Sharma","Male",17,"Master","Student","Mobile","High",2025-10-06 00:00:00.000,"Free","19 and below"
"STU190072","Vivaan Reddy","Male",17,"Master","Student","Mobile","High",2024-09-06 00:00:00.000,"Credit Card","19 and below"
"STU190075","Arjun Kumar","Male",17,"Master","Student","Mobile","High",2024-06-15 00:00:00.000,"Scholarship","19 and below"
"STU190154","Sakshi Iyer","Male",17,"Master","Student","Mobile","High",2024-09-16 00:00:00.000,"Debit Card","19 and below"
"STU190213","Rohan Sharma","Male",17,"Master","Student","Mobile","High",2025-04-01 00:00:00.000,"Credit Card","19 and below"
"STU190403","Isha Bose","Male",17,"Master","Student","Mobile","High",2025-01-03 00:00:00.000,"UPI","19 and below"
"STU191018","Rohan Joshi","Male",17,"Master","Student","Mobile","High",2024-10-22 00:00:00.000,"NetBanking","19 and below"
"STU191107","Sneha Nair","Male",17,"Master","Student","Mobile","High",2025-05-11 00:00:00.000,"UPI","19 and below"
"STU191269","Sai Iyer","Male",17,"Master","Student","Mobile","High",2024-07-14 00:00:00.000,"Scholarship","19 and below"
"STU191541","Pooja Singh","Male",17,"Master","Student","Mobile","High",2025-01-08 00:00:00.000,"Debit Card","19 and below"
"STU192830","Meera Joshi","Male",17,"Master","Student","Mobile","High",2024-06-01 00:00:00.000,"Free","19 and below"
"STU197024","Sai Bose","Male",17,"Master","Student","Mobile","High",2025-04-11 00:00:00.000,"Free","19 and below"
"STU197111","Krishna Kumar","Male",17,"Master","Student","Mobile","High",2024-07-10 00:00:00.000,"Free","19 and below"
"STU197469","Pooja Sharma","Male",17,"Master","Student","Mobile","High",2025-09-13 00:00:00.000,"Debit Card","19 and below"
"STU198667","Vihaan Desai","Male",17,"Master","Student","Mobile","High",2025-02-23 00:00:00.000,"Debit Card","19 and below"
"STU199428","Vihaan Gupta","Male",17,"Master","Student","Mobile","High",2025-03-26 00:00:00.000,"NetBanking","19 and below"
"STU199786","Vivaan Shah","Male",17,"Master","Student","Mobile","High",2025-01-12 00:00:00.000,"Free","19 and below"
"STU100398","Sakshi Joshi","Male",30,"Master","Employed","Mobile","High",2024-04-25 00:00:00.000,"Free","30-34"
"STU101452","Meera Patel","Male",30,"Master","Student","Mobile","High",2024-10-10 00:00:00.000,"UPI","30-34"
"STU103294","Ananya Joshi","Male",30,"Master","Student","Mobile","High",2024-03-26 00:00:00.000,"Credit Card","30-34"
"STU104465","Ritika Kumar","Male",30,"Master","Self-Employed","Mobile","High",2024-11-30 00:00:00.000,"Credit Card","30-34"
"STU107018","Ananya Sharma","Male",30,"Master","Employed","Mobile","High",2025-02-10 00:00:00.000,"NetBanking","30-34"
"STU107452","Kavya Singh","Male",30,"Master","Student","Mobile","High",2024-02-10 00:00:00.000,"UPI","30-34"
"STU107569","Ritika Bhardwaj","Male",30,"Master","Self-Employed","Mobile","High",2024-07-11 00:00:00.000,"UPI","30-34"
"STU108180","Sai Gupta","Male",30,"Master","Employed","Mobile","High",2024-02-08 00:00:00.000,"UPI","30-34"
"STU109319","Meera Shah","Male",30,"Master","Student","Mobile","High",2023-12-15 00:00:00.000,"UPI","30-34"
"STU110767","Ritika Bose","Male",30,"Master","Employed","Mobile","High",2024-08-25 00:00:00.000,"Credit Card","30-34"
"STU110809","Sai Desai","Male",30,"Master","Student","Mobile","High",2024-08-25 00:00:00.000,"UPI","30-34"
"STU110966","Ananya Kumar","Male",30,"Master","Student","Mobile","High",2023-12-08 00:00:00.000,"Debit Card","30-34"
"STU111400","Rohan Iyer","Male",30,"Master","Employed","Mobile","High",2024-10-22 00:00:00.000,"Credit Card","30-34"
"STU111791","Ananya Joshi","Male",30,"Master","Employed","Mobile","High",2024-07-13 00:00:00.000,"Free","30-34"
"STU112035","Neha Patel","Male",30,"Master","Employed","Mobile","High",2024-10-19 00:00:00.000,"NetBanking","30-34"
"STU112307","Sneha Desai","Male",30,"Master","Student","Mobile","High",2025-01-03 00:00:00.000,"Free","30-34"
"STU112358","Isha Verma","Male",30,"Master","Employed","Mobile","High",2025-08-23 00:00:00.000,"NetBanking","30-34"
"STU113256","Isha Iyer","Male",30,"Master","Student","Mobile","High",2025-10-06 00:00:00.000,"Debit Card","30-34"
"STU115725","Nikhil Reddy","Male",30,"Master","Employed","Mobile","High",2025-09-12 00:00:00.000,"NetBanking","30-34"
"STU115852","Ritika Joshi","Male",30,"Master","Employed","Mobile","High",2023-12-21 00:00:00.000,"Free","30-34"
"STU117126","Nikhil Iyer","Male",30,"Master","Student","Mobile","High",2023-11-15 00:00:00.000,"Free","30-34"
"STU117137","Rohan Verma","Male",30,"Master","Employed","Mobile","High",2024-12-25 00:00:00.000,"Debit Card","30-34"
"STU117449","Vihaan Reddy","Male",30,"Master","Student","Mobile","High",2024-04-10 00:00:00.000,"UPI","30-34"
"STU117629","Sneha Reddy","Male",30,"Master","Student","Mobile","High",2023-11-22 00:00:00.000,"NetBanking","30-34"
"STU118073","Rahul Joshi","Male",30,"Master","Student","Mobile","High",2025-02-27 00:00:00.000,"UPI","30-34"
"STU118348","Nikhil Patel","Male",30,"Master","Self-Employed","Mobile","High",2025-02-26 00:00:00.000,"UPI","30-34"
"STU120431","Aditya Iyer","Male",30,"Master","Employed","Mobile","High",2024-08-19 00:00:00.000,"UPI","30-34"
"STU121015","Priya Shah","Male",30,"Master","Student","Mobile","High",2024-12-01 00:00:00.000,"Free","30-34"
"STU121082","Ananya Iyer","Male",30,"Master","Employed","Mobile","High",2024-04-29 00:00:00.000,"Debit Card","30-34"
"STU122430","Rahul Mehta","Male",30,"Master","Unemployed","Mobile","High",2024-09-13 00:00:00.000,"NetBanking","30-34"
"STU125299","Vihaan Gupta","Male",30,"Master","Student","Mobile","High",2025-07-06 00:00:00.000,"Scholarship","30-34"
"STU126496","Vivaan Iyer","Male",30,"Master","Unemployed","Mobile","High",2023-11-17 00:00:00.000,"Scholarship","30-34"
"STU126683","Rahul Shah","Male",30,"Master","Student","Mobile","High",2024-02-29 00:00:00.000,"Free","30-34"
"STU127177","Vivaan Gupta","Male",30,"Master","Student","Mobile","High",2025-07-27 00:00:00.000,"UPI","30-34"
"STU127575","Nikhil Bose","Male",30,"Master","Student","Mobile","High",2024-01-07 00:00:00.000,"UPI","30-34"
"STU128218","Aarav Patel","Male",30,"Master","Student","Mobile","High",2025-02-10 00:00:00.000,"UPI","30-34"
"STU128900","Aarav Patel","Male",30,"Master","Student","Mobile","High",2024-12-10 00:00:00.000,"NetBanking","30-34"
"STU130135","Meera Nair","Male",30,"Master","Employed","Mobile","High",2025-05-21 00:00:00.000,"Free","30-34"
"STU132962","Arjun Patel","Male",30,"Master","Student","Mobile","High",2024-03-18 00:00:00.000,"UPI","30-34"
"STU134053","Sai Mehta","Male",30,"Master","Employed","Mobile","High",2025-07-18 00:00:00.000,"Credit Card","30-34"
"STU135786","Isha Verma","Male",30,"Master","Employed","Mobile","High",2024-06-10 00:00:00.000,"UPI","30-34"
"STU137333","Ananya Gupta","Male",30,"Master","Employed","Mobile","High",2023-12-04 00:00:00.000,"UPI","30-34"
"STU137639","Nikhil Joshi","Male",30,"Master","Student","Mobile","High",2023-11-10 00:00:00.000,"UPI","30-34"
"STU138745","Aditya Patel","Male",30,"Master","Employed","Mobile","High",2025-05-29 00:00:00.000,"UPI","30-34"
"STU138833","Vivaan Shah","Male",30,"Master","Employed","Mobile","High",2024-11-24 00:00:00.000,"Free","30-34"
"STU138947","Nikhil Bose","Male",30,"Master","Employed","Mobile","High",2024-06-15 00:00:00.000,"UPI","30-34"
"STU139004","Sakshi Verma","Male",30,"Master","Student","Mobile","High",2025-07-09 00:00:00.000,"Free","30-34"
"STU139891","Ritika Kumar","Male",30,"Master","Employed","Mobile","High",2024-04-15 00:00:00.000,"Free","30-34"
"STU141026","Neha Iyer","Male",30,"Master","Self-Employed","Mobile","High",2024-06-22 00:00:00.000,"Debit Card","30-34"
"STU143312","Rahul Mehta","Male",30,"Master","Employed","Mobile","High",2024-04-03 00:00:00.000,"UPI","30-34"
"STU144426","Kavya Iyer","Male",30,"Master","Employed","Mobile","High",2025-02-28 00:00:00.000,"UPI","30-34"
"STU145527","Vivaan Mehta","Male",30,"Master","Student","Mobile","High",2025-04-26 00:00:00.000,"Debit Card","30-34"
"STU146188","Rohan Reddy","Male",30,"Master","Employed","Mobile","High",2025-07-07 00:00:00.000,"Free","30-34"
"STU153409","Rohan Kumar","Male",30,"Master","Unemployed","Mobile","High",2023-10-31 00:00:00.000,"Debit Card","30-34"
"STU154964","Kavya Iyer","Male",30,"Master","Employed","Mobile","High",2024-03-13 00:00:00.000,"Debit Card","30-34"
"STU154989","Arjun Nair","Male",30,"Master","Self-Employed","Mobile","High",2024-05-23 00:00:00.000,"UPI","30-34"
"STU155897","Vihaan Sharma","Male",30,"Master","Student","Mobile","High",2023-11-08 00:00:00.000,"UPI","30-34"
"STU156257","Priya Mehta","Male",30,"Master","Employed","Mobile","High",2024-09-21 00:00:00.000,"Free","30-34"
"STU156466","Pooja Iyer","Male",30,"Master","Student","Mobile","High",2024-07-18 00:00:00.000,"Scholarship","30-34"
"STU157091","Vivaan Singh","Male",30,"Master","Employed","Mobile","High",2024-02-29 00:00:00.000,"Free","30-34"
"STU160440","Sai Joshi","Male",30,"Master","Student","Mobile","High",2025-03-02 00:00:00.000,"UPI","30-34"
"STU160501","Rohan Verma","Male",30,"Master","Unemployed","Mobile","High",2025-08-25 00:00:00.000,"Debit Card","30-34"
"STU162296","Ananya Patel","Male",30,"Master","Employed","Mobile","High",2023-11-13 00:00:00.000,"NetBanking","30-34"
"STU165355","Sai Iyer","Male",30,"Master","Student","Mobile","High",2024-04-05 00:00:00.000,"UPI","30-34"
"STU166317","Aarav Patel","Male",30,"Master","Student","Mobile","High",2023-11-11 00:00:00.000,"UPI","30-34"
"STU166714","Sai Gupta","Male",30,"Master","Student","Mobile","High",2025-05-04 00:00:00.000,"Free","30-34"
"STU167729","Sai Iyer","Male",30,"Master","Employed","Mobile","High",2025-02-08 00:00:00.000,"NetBanking","30-34"
"STU167808","Sneha Gupta","Male",30,"Master","Unemployed","Mobile","High",2024-11-05 00:00:00.000,"Free","30-34"
"STU167956","Pooja Verma","Male",30,"Master","Employed","Mobile","High",2024-07-21 00:00:00.000,"Credit Card","30-34"
"STU169077","Arjun Nair","Male",30,"Master","Employed","Mobile","High",2024-03-27 00:00:00.000,"Debit Card","30-34"
"STU170645","Sai Nair","Male",30,"Master","Student","Mobile","High",2024-03-27 00:00:00.000,"Free","30-34"
"STU171271","Arjun Iyer","Male",30,"Master","Employed","Mobile","High",2025-05-09 00:00:00.000,"UPI","30-34"
"STU171616","Aarav Gupta","Male",30,"Master","Employed","Mobile","High",2025-03-02 00:00:00.000,"UPI","30-34"
"STU171690","Pooja Patel","Male",30,"Master","Self-Employed","Mobile","High",2023-12-08 00:00:00.000,"Debit Card","30-34"
"STU172268","Rohan Iyer","Male",30,"Master","Student","Mobile","High",2024-05-28 00:00:00.000,"Scholarship","30-34"
"STU172697","Pooja Nair","Male",30,"Master","Employed","Mobile","High",2025-05-07 00:00:00.000,"Free","30-34"
"STU173508","Nikhil Gupta","Male",30,"Master","Employed","Mobile","High",2024-08-23 00:00:00.000,"UPI","30-34"
"STU174938","Aarav Reddy","Male",30,"Master","Student","Mobile","High",2024-02-28 00:00:00.000,"Credit Card","30-34"
